,company_Index,memberid,value
20077,10039,sky2,0
20078,10040,sky,0
20079,10040,sky2,0
20080,10041,sky,0
20081,10041,sky2,0
20082,10042,sky,0
20083,10042,sky2,0
20084,10043,sky,0
20085,10043,sky2,0
20086,10044,sky,0
20087,10044,sky2,0
20088,10045,sky,0
20089,10045,sky2,0
20090,10046,sky,0
20091,10046,sky2,0
20092,10047,sky,0
20093,10047,sky2,0
20094,10048,sky,0
20095,10048,sky2,0
20096,10049,sky,0
20097,10049,sky2,0
20098,10050,sky,0
20099,10050,sky2,0
20100,10051,sky,0
20101,10051,sky2,0
20102,10052,sky,0
20103,10052,sky2,0
20104,10053,sky,0
20105,10053,sky2,0
20106,10054,sky,0
20107,10054,sky2,0
20108,10055,sky,0
20109,10055,sky2,0
20110,10056,sky,0
20111,10056,sky2,0
20112,10057,sky,0
20113,10057,sky2,0
20114,10058,sky,0
20115,10058,sky2,0
20116,10059,sky,0
20117,10059,sky2,0
20118,10060,sky,0
20119,10060,sky2,0
20120,10061,sky,0
20121,10061,sky2,0
20122,10062,sky,0
20123,10062,sky2,0
20124,10063,sky,0
20125,10063,sky2,0
20126,10064,sky,0
20127,10064,sky2,0
20128,10065,sky,0
20129,10065,sky2,0
20130,10066,sky,0
20131,10066,sky2,0
20132,10067,sky,0
20133,10067,sky2,0
20134,10068,sky,0
20135,10068,sky2,0
20136,10069,sky,0
20137,10069,sky2,0
20138,10070,sky,0
20139,10070,sky2,0
20140,10071,sky,0
20141,10071,sky2,0
20142,10072,sky,0
20143,10072,sky2,0
20144,10073,sky,0
20145,10073,sky2,0
20146,10074,sky,0
20147,10074,sky2,0
20148,10075,sky,0
20149,10075,sky2,0
20150,10076,sky,0
20151,10076,sky2,0
20152,10077,sky,0
20153,10077,sky2,0
20154,10078,sky,0
20155,10078,sky2,0
20156,10079,sky,0
20157,10079,sky2,0
20158,10080,sky,0
20159,10080,sky2,0
20160,10081,sky,0
20161,10081,sky2,0
20162,10082,sky,0
20163,10082,sky2,0
20164,10083,sky,0
20165,10083,sky2,0
20166,10084,sky,0
20167,10084,sky2,0
20168,10085,sky,0
20169,10085,sky2,0
20170,10086,sky,0
20171,10086,sky2,0
20172,10087,sky,0
20173,10087,sky2,0
20174,10088,sky,0
20175,10088,sky2,0
20176,10089,sky,0
20177,10089,sky2,0
20178,10090,sky,0
20179,10090,sky2,0
20180,10091,sky,0
20181,10091,sky2,0
20182,10092,sky,0
20183,10092,sky2,0
20184,10093,sky,0
20185,10093,sky2,0
20186,10094,sky,0
20187,10094,sky2,0
20188,10095,sky,0
20189,10095,sky2,0
20190,10096,sky,0
20191,10096,sky2,0
20192,10097,sky,0
20193,10097,sky2,0
20194,10098,sky,0
20195,10098,sky2,0
20196,10099,sky,0
20197,10099,sky2,0
20198,10100,sky,0
20199,10100,sky2,0
20200,10101,sky,0
20201,10101,sky2,0
20202,10102,sky,0
20203,10102,sky2,0
20204,10103,sky,0
20205,10103,sky2,0
20206,10104,sky,0
20207,10104,sky2,0
20208,10105,sky,0
20209,10105,sky2,0
20210,10106,sky,0
20211,10106,sky2,0
20212,10107,sky,0
20213,10107,sky2,0
20214,10108,sky,0
20215,10108,sky2,0
20216,10109,sky,0
20217,10109,sky2,0
20218,10110,sky,0
20219,10110,sky2,0
20220,10111,sky,0
20221,10111,sky2,0
20222,10112,sky,0
20223,10112,sky2,0
20224,10113,sky,0
20225,10113,sky2,0
20226,10114,sky,0
20227,10114,sky2,0
20228,10115,sky,0
20229,10115,sky2,0
20230,10116,sky,0
20231,10116,sky2,0
20232,10117,sky,0
20233,10117,sky2,0
20234,10118,sky,0
20235,10118,sky2,0
20236,10119,sky,0
20237,10119,sky2,0
20238,10120,sky,0
20239,10120,sky2,0
20240,10121,sky,0
20241,10121,sky2,0
20242,10122,sky,0
20243,10122,sky2,0
20244,10123,sky,0
20245,10123,sky2,0
20246,10124,sky,0
20247,10124,sky2,0
20248,10125,sky,0
20249,10125,sky2,0
20250,10126,sky,0
20251,10126,sky2,0
20252,10127,sky,0
20253,10127,sky2,0
20254,10128,sky,0
20255,10128,sky2,0
20256,10129,sky,0
20257,10129,sky2,0
20258,10130,sky,0
20259,10130,sky2,0
20260,10131,sky,0
20261,10131,sky2,0
20262,10132,sky,0
20263,10132,sky2,0
20264,10133,sky,0
20265,10133,sky2,0
20266,10134,sky,0
20267,10134,sky2,0
20268,10135,sky,0
20269,10135,sky2,0
20270,10136,sky,0
20271,10136,sky2,0
20272,10137,sky,0
20273,10137,sky2,0
20274,10138,sky,0
20275,10138,sky2,0
20276,10139,sky,0
20277,10139,sky2,0
20278,10140,sky,0
20279,10140,sky2,0
20280,10141,sky,0
20281,10141,sky2,0
20282,10142,sky,0
20283,10142,sky2,0
20284,10143,sky,0
20285,10143,sky2,0
20286,10144,sky,0
20287,10144,sky2,0
20288,10145,sky,0
20289,10145,sky2,0
20290,10146,sky,0
20291,10146,sky2,0
20292,10147,sky,0
20293,10147,sky2,0
20294,10148,sky,0
20295,10148,sky2,0
20296,10149,sky,0
20297,10149,sky2,0
20298,10150,sky,0
20299,10150,sky2,0
20300,10151,sky,0
20301,10151,sky2,0
20302,10152,sky,0
20303,10152,sky2,0
20304,10153,sky,0
20305,10153,sky2,0
20306,10154,sky,0
20307,10154,sky2,0
20308,10155,sky,0
20309,10155,sky2,0
20310,10156,sky,0
20311,10156,sky2,0
20312,10157,sky,0
20313,10157,sky2,0
20314,10158,sky,0
20315,10158,sky2,0
20316,10159,sky,0
20317,10159,sky2,0
20318,10160,sky,0
20319,10160,sky2,0
20320,10161,sky,0
20321,10161,sky2,0
20322,10162,sky,0
20323,10162,sky2,0
20324,10163,sky,0
20325,10163,sky2,0
20326,10164,sky,0
20327,10164,sky2,0
20328,10165,sky,0
20329,10165,sky2,0
20330,10166,sky,0
20331,10166,sky2,0
20332,10167,sky,0
20333,10167,sky2,0
20334,10168,sky,0
20335,10168,sky2,0
20336,10169,sky,0
20337,10169,sky2,0
20338,10170,sky,0
20339,10170,sky2,0
20340,10171,sky,0
20341,10171,sky2,0
20342,10172,sky,0
20343,10172,sky2,0
20344,10173,sky,0
20345,10173,sky2,0
20346,10174,sky,0
20347,10174,sky2,0
20348,10175,sky,0
20349,10175,sky2,0
20350,10176,sky,0
20351,10176,sky2,0
20352,10177,sky,0
20353,10177,sky2,0
20354,10178,sky,0
20355,10178,sky2,0
20356,10179,sky,0
20357,10179,sky2,0
20358,10180,sky,0
20359,10180,sky2,0
20360,10181,sky,0
20361,10181,sky2,0
20362,10182,sky,0
20363,10182,sky2,0
20364,10183,sky,0
20365,10183,sky2,0
20366,10184,sky,0
20367,10184,sky2,0
20368,10185,sky,0
20369,10185,sky2,0
20370,10186,sky,0
20371,10186,sky2,0
20372,10187,sky,0
20373,10187,sky2,0
20374,10188,sky,0
20375,10188,sky2,0
20376,10189,sky,0
20377,10189,sky2,0
20378,10190,sky,0
20379,10190,sky2,0
20380,10191,sky,0
20381,10191,sky2,0
20382,10192,sky,0
20383,10192,sky2,0
20384,10193,sky,0
20385,10193,sky2,0
20386,10194,sky,0
20387,10194,sky2,0
20388,10195,sky,0
20389,10195,sky2,0
20390,10196,sky,0
20391,10196,sky2,0
20392,10197,sky,0
20393,10197,sky2,0
20394,10198,sky,0
20395,10198,sky2,0
20396,10199,sky,0
20397,10199,sky2,0
20398,10200,sky,0
20399,10200,sky2,0
20400,10201,sky,0
20401,10201,sky2,0
20402,10202,sky,0
20403,10202,sky2,0
20404,10203,sky,0
20405,10203,sky2,0
20406,10204,sky,0
20407,10204,sky2,0
20408,10205,sky,0
20409,10205,sky2,0
20410,10206,sky,0
20411,10206,sky2,0
20412,10207,sky,0
20413,10207,sky2,0
20414,10208,sky,0
20415,10208,sky2,0
20416,10209,sky,0
20417,10209,sky2,0
20418,10210,sky,0
20419,10210,sky2,0
20420,10211,sky,0
20421,10211,sky2,0
20422,10212,sky,0
20423,10212,sky2,0
20424,10213,sky,0
20425,10213,sky2,0
20426,10214,sky,0
20427,10214,sky2,0
20428,10215,sky,0
20429,10215,sky2,0
20430,10216,sky,0
20431,10216,sky2,0
20432,10217,sky,0
20433,10217,sky2,0
20434,10218,sky,0
20435,10218,sky2,0
20436,10219,sky,0
20437,10219,sky2,0
20438,10220,sky,0
20439,10220,sky2,0
20440,10221,sky,0
20441,10221,sky2,0
20442,10222,sky,0
20443,10222,sky2,0
20444,10223,sky,0
20445,10223,sky2,0
20446,10224,sky,0
20447,10224,sky2,0
20448,10225,sky,0
20449,10225,sky2,0
20450,10226,sky,0
20451,10226,sky2,0
20452,10227,sky,0
20453,10227,sky2,0
20454,10228,sky,0
20455,10228,sky2,0
20456,10229,sky,0
20457,10229,sky2,0
20458,10230,sky,0
20459,10230,sky2,0
20460,10231,sky,0
20461,10231,sky2,0
20462,10232,sky,0
20463,10232,sky2,0
20464,10233,sky,0
20465,10233,sky2,0
20466,10234,sky,0
20467,10234,sky2,0
20468,10235,sky,0
20469,10235,sky2,0
20470,10236,sky,0
20471,10236,sky2,0
20472,10237,sky,0
20473,10237,sky2,0
20474,10238,sky,0
20475,10238,sky2,0
20476,10239,sky,0
20477,10239,sky2,0
20478,10240,sky,0
20479,10240,sky2,0
20480,10241,sky,0
20481,10241,sky2,0
20482,10242,sky,0
20483,10242,sky2,0
20484,10243,sky,0
20485,10243,sky2,0
20486,10244,sky,0
20487,10244,sky2,0
20488,10245,sky,0
20489,10245,sky2,0
20490,10246,sky,0
20491,10246,sky2,0
20492,10247,sky,0
20493,10247,sky2,0
20494,10248,sky,0
20495,10248,sky2,0
20496,10249,sky,0
20497,10249,sky2,0
20498,10250,sky,0
20499,10250,sky2,0
20500,10251,sky,0
20501,10251,sky2,0
20502,10252,sky,0
20503,10252,sky2,0
20504,10253,sky,0
20505,10253,sky2,0
20506,10254,sky,0
20507,10254,sky2,0
20508,10255,sky,0
20509,10255,sky2,0
20510,10256,sky,0
20511,10256,sky2,0
20512,10257,sky,0
20513,10257,sky2,0
20514,10258,sky,0
20515,10258,sky2,0
20516,10259,sky,0
20517,10259,sky2,0
20518,10260,sky,0
20519,10260,sky2,0
20520,10261,sky,0
20521,10261,sky2,0
20522,10262,sky,0
20523,10262,sky2,0
20524,10263,sky,0
20525,10263,sky2,0
20526,10264,sky,0
20527,10264,sky2,0
20528,10265,sky,0
20529,10265,sky2,0
20530,10266,sky,0
20531,10266,sky2,0
20532,10267,sky,0
20533,10267,sky2,0
20534,10268,sky,0
20535,10268,sky2,0
20536,10269,sky,0
20537,10269,sky2,0
20538,10270,sky,0
20539,10270,sky2,0
20540,10271,sky,0
20541,10271,sky2,0
20542,10272,sky,0
20543,10272,sky2,0
20544,10273,sky,0
20545,10273,sky2,0
20546,10274,sky,0
20547,10274,sky2,0
20548,10275,sky,0
20549,10275,sky2,0
20550,10276,sky,0
20551,10276,sky2,0
20552,10277,sky,0
20553,10277,sky2,0
20554,10278,sky,0
20555,10278,sky2,0
20556,10279,sky,0
20557,10279,sky2,0
20558,10280,sky,0
20559,10280,sky2,0
20560,10281,sky,0
20561,10281,sky2,0
20562,10282,sky,0
20563,10282,sky2,0
20564,10283,sky,0
20565,10283,sky2,0
20566,10284,sky,0
20567,10284,sky2,0
20568,10285,sky,0
20569,10285,sky2,0
20570,10286,sky,0
20571,10286,sky2,0
20572,10287,sky,0
20573,10287,sky2,0
20574,10288,sky,0
20575,10288,sky2,0
20576,10289,sky,0
20577,10289,sky2,0
20578,10290,sky,0
20579,10290,sky2,0
20580,10291,sky,0
20581,10291,sky2,0
20582,10292,sky,0
20583,10292,sky2,0
20584,10293,sky,0
20585,10293,sky2,0
20586,10294,sky,0
20587,10294,sky2,0
20588,10295,sky,0
20589,10295,sky2,0
20590,10296,sky,0
20591,10296,sky2,0
20592,10297,sky,0
20593,10297,sky2,0
20594,10298,sky,0
20595,10298,sky2,0
20596,10299,sky,0
20597,10299,sky2,0
20598,10300,sky,0
20599,10300,sky2,0
20600,10301,sky,0
20601,10301,sky2,0
20602,10302,sky,0
20603,10302,sky2,0
20604,10303,sky,0
20605,10303,sky2,0
20606,10304,sky,0
20607,10304,sky2,0
20608,10305,sky,0
20609,10305,sky2,0
20610,10306,sky,0
20611,10306,sky2,0
20612,10307,sky,0
20613,10307,sky2,0
20614,10308,sky,0
20615,10308,sky2,0
20616,10309,sky,0
20617,10309,sky2,0
20618,10310,sky,0
20619,10310,sky2,0
20620,10311,sky,0
20621,10311,sky2,0
20622,10312,sky,0
20623,10312,sky2,0
20624,10313,sky,0
20625,10313,sky2,0
20626,10314,sky,0
20627,10314,sky2,0
20628,10315,sky,0
20629,10315,sky2,0
20630,10316,sky,0
20631,10316,sky2,0
20632,10317,sky,0
20633,10317,sky2,0
20634,10318,sky,0
20635,10318,sky2,0
20636,10319,sky,0
20637,10319,sky2,0
20638,10320,sky,0
20639,10320,sky2,0
20640,10321,sky,0
20641,10321,sky2,0
20642,10322,sky,0
20643,10322,sky2,0
20644,10323,sky,0
20645,10323,sky2,0
20646,10324,sky,0
20647,10324,sky2,0
20648,10325,sky,0
20649,10325,sky2,0
20650,10326,sky,0
20651,10326,sky2,0
20652,10327,sky,0
20653,10327,sky2,0
20654,10328,sky,0
20655,10328,sky2,0
20656,10329,sky,0
20657,10329,sky2,0
20658,10330,sky,0
20659,10330,sky2,0
20660,10331,sky,0
20661,10331,sky2,0
20662,10332,sky,0
20663,10332,sky2,0
20664,10333,sky,0
20665,10333,sky2,0
20666,10334,sky,0
20667,10334,sky2,0
20668,10335,sky,0
20669,10335,sky2,0
20670,10336,sky,0
20671,10336,sky2,0
20672,10337,sky,0
20673,10337,sky2,0
20674,10338,sky,0
20675,10338,sky2,0
20676,10339,sky,0
20677,10339,sky2,0
20678,10340,sky,0
20679,10340,sky2,0
20680,10341,sky,0
20681,10341,sky2,0
20682,10342,sky,0
20683,10342,sky2,0
20684,10343,sky,0
20685,10343,sky2,0
20686,10344,sky,0
20687,10344,sky2,0
20688,10345,sky,0
20689,10345,sky2,0
20690,10346,sky,0
20691,10346,sky2,0
20692,10347,sky,0
20693,10347,sky2,0
20694,10348,sky,0
20695,10348,sky2,0
20696,10349,sky,0
20697,10349,sky2,0
20698,10350,sky,0
20699,10350,sky2,0
20700,10351,sky,0
20701,10351,sky2,0
20702,10352,sky,0
20703,10352,sky2,0
20704,10353,sky,0
20705,10353,sky2,0
20706,10354,sky,0
20707,10354,sky2,0
20708,10355,sky,0
20709,10355,sky2,0
20710,10356,sky,0
20711,10356,sky2,0
20712,10357,sky,0
20713,10357,sky2,0
20714,10358,sky,0
20715,10358,sky2,0
20716,10359,sky,0
20717,10359,sky2,0
20718,10360,sky,0
20719,10360,sky2,0
20720,10361,sky,0
20721,10361,sky2,0
20722,10362,sky,0
20723,10362,sky2,0
20724,10363,sky,0
20725,10363,sky2,0
20726,10364,sky,0
20727,10364,sky2,0
20728,10365,sky,0
20729,10365,sky2,0
20730,10366,sky,0
20731,10366,sky2,0
20732,10367,sky,0
20733,10367,sky2,0
20734,10368,sky,0
20735,10368,sky2,0
20736,10369,sky,0
20737,10369,sky2,0
20738,10370,sky,0
20739,10370,sky2,0
20740,10371,sky,0
20741,10371,sky2,0
20742,10372,sky,0
20743,10372,sky2,0
20744,10373,sky,0
20745,10373,sky2,0
20746,10374,sky,0
20747,10374,sky2,0
20748,10375,sky,0
20749,10375,sky2,0
20750,10376,sky,0
20751,10376,sky2,0
20752,10377,sky,0
20753,10377,sky2,0
20754,10378,sky,0
20755,10378,sky2,0
20756,10379,sky,0
20757,10379,sky2,0
20758,10380,sky,0
20759,10380,sky2,0
20760,10381,sky,0
20761,10381,sky2,0
20762,10382,sky,0
20763,10382,sky2,0
20764,10383,sky,0
20765,10383,sky2,0
20766,10384,sky,0
20767,10384,sky2,0
20768,10385,sky,0
20769,10385,sky2,0
20770,10386,sky,0
20771,10386,sky2,0
20772,10387,sky,0
20773,10387,sky2,0
20774,10388,sky,0
20775,10388,sky2,0
20776,10389,sky,0
20777,10389,sky2,0
20778,10390,sky,0
20779,10390,sky2,0
20780,10391,sky,0
20781,10391,sky2,0
20782,10392,sky,0
20783,10392,sky2,0
20784,10393,sky,0
20785,10393,sky2,0
20786,10394,sky,0
20787,10394,sky2,0
20788,10395,sky,0
20789,10395,sky2,0
20790,10396,sky,0
20791,10396,sky2,0
20792,10397,sky,0
20793,10397,sky2,0
20794,10398,sky,0
20795,10398,sky2,0
20796,10399,sky,0
20797,10399,sky2,0
20798,10400,sky,0
20799,10400,sky2,0
20800,10401,sky,0
20801,10401,sky2,0
20802,10402,sky,0
20803,10402,sky2,0
20804,10403,sky,0
20805,10403,sky2,0
20806,10404,sky,0
20807,10404,sky2,0
20808,10405,sky,0
20809,10405,sky2,0
20810,10406,sky,0
20811,10406,sky2,0
20812,10407,sky,0
20813,10407,sky2,0
20814,10408,sky,0
20815,10408,sky2,0
20816,10409,sky,0
20817,10409,sky2,0
20818,10410,sky,0
20819,10410,sky2,0
20820,10411,sky,0
20821,10411,sky2,0
20822,10412,sky,0
20823,10412,sky2,0
20824,10413,sky,0
20825,10413,sky2,0
20826,10414,sky,0
20827,10414,sky2,0
20828,10415,sky,0
20829,10415,sky2,0
20830,10416,sky,0
20831,10416,sky2,0
20832,10417,sky,0
20833,10417,sky2,0
20834,10418,sky,0
20835,10418,sky2,0
20836,10419,sky,0
20837,10419,sky2,0
20838,10420,sky,0
20839,10420,sky2,0
20840,10421,sky,0
20841,10421,sky2,0
20842,10422,sky,0
20843,10422,sky2,0
20844,10423,sky,0
20845,10423,sky2,0
20846,10424,sky,0
20847,10424,sky2,0
20848,10425,sky,0
20849,10425,sky2,0
20850,10426,sky,0
20851,10426,sky2,0
20852,10427,sky,0
20853,10427,sky2,0
20854,10428,sky,0
20855,10428,sky2,0
20856,10429,sky,0
20857,10429,sky2,0
20858,10430,sky,0
20859,10430,sky2,0
20860,10431,sky,0
20861,10431,sky2,0
20862,10432,sky,0
20863,10432,sky2,0
20864,10433,sky,0
20865,10433,sky2,0
20866,10434,sky,0
20867,10434,sky2,0
20868,10435,sky,0
20869,10435,sky2,0
20870,10436,sky,0
20871,10436,sky2,0
20872,10437,sky,0
20873,10437,sky2,0
20874,10438,sky,0
20875,10438,sky2,0
20876,10439,sky,0
20877,10439,sky2,0
20878,10440,sky,0
20879,10440,sky2,0
20880,10441,sky,0
20881,10441,sky2,0
20882,10442,sky,0
20883,10442,sky2,0
20884,10443,sky,0
20885,10443,sky2,0
20886,10444,sky,0
20887,10444,sky2,0
20888,10445,sky,0
20889,10445,sky2,0
20890,10446,sky,0
20891,10446,sky2,0
20892,10447,sky,0
20893,10447,sky2,0
20894,10448,sky,0
20895,10448,sky2,0
20896,10449,sky,0
20897,10449,sky2,0
20898,10450,sky,0
20899,10450,sky2,0
20900,10451,sky,0
20901,10451,sky2,0
20902,10452,sky,0
20903,10452,sky2,0
20904,10453,sky,0
20905,10453,sky2,0
20906,10454,sky,0
20907,10454,sky2,0
20908,10455,sky,0
20909,10455,sky2,0
20910,10456,sky,0
20911,10456,sky2,0
20912,10457,sky,0
20913,10457,sky2,0
20914,10458,sky,0
20915,10458,sky2,0
20916,10459,sky,0
20917,10459,sky2,0
20918,10460,sky,0
20919,10460,sky2,0
20920,10461,sky,0
20921,10461,sky2,0
20922,10462,sky,0
20923,10462,sky2,0
20924,10463,sky,0
20925,10463,sky2,0
20926,10464,sky,0
20927,10464,sky2,0
20928,10465,sky,0
20929,10465,sky2,0
20930,10466,sky,0
20931,10466,sky2,0
20932,10467,sky,0
20933,10467,sky2,0
20934,10468,sky,0
20935,10468,sky2,0
20936,10469,sky,0
20937,10469,sky2,0
20938,10470,sky,0
20939,10470,sky2,0
20940,10471,sky,0
20941,10471,sky2,0
20942,10472,sky,0
20943,10472,sky2,0
20944,10473,sky,0
20945,10473,sky2,0
20946,10474,sky,0
20947,10474,sky2,0
20948,10475,sky,0
20949,10475,sky2,0
20950,10476,sky,0
20951,10476,sky2,0
20952,10477,sky,0
20953,10477,sky2,0
20954,10478,sky,0
20955,10478,sky2,0
20956,10479,sky,0
20957,10479,sky2,0
20958,10480,sky,0
20959,10480,sky2,0
20960,10481,sky,0
20961,10481,sky2,0
20962,10482,sky,0
20963,10482,sky2,0
20964,10483,sky,0
20965,10483,sky2,0
20966,10484,sky,0
20967,10484,sky2,0
20968,10485,sky,0
20969,10485,sky2,0
20970,10486,sky,0
20971,10486,sky2,0
20972,10487,sky,0
20973,10487,sky2,0
20974,10488,sky,0
20975,10488,sky2,0
20976,10489,sky,0
20977,10489,sky2,0
20978,10490,sky,0
20979,10490,sky2,0
20980,10491,sky,0
20981,10491,sky2,0
20982,10492,sky,0
20983,10492,sky2,0
20984,10493,sky,0
20985,10493,sky2,0
20986,10494,sky,0
20987,10494,sky2,0
20988,10495,sky,0
20989,10495,sky2,0
20990,10496,sky,0
20991,10496,sky2,0
20992,10497,sky,0
20993,10497,sky2,0
20994,10498,sky,0
20995,10498,sky2,0
20996,10499,sky,0
20997,10499,sky2,0
20998,10500,sky,0
20999,10500,sky2,0
21000,10501,sky,0
21001,10501,sky2,0
21002,10502,sky,0
21003,10502,sky2,0
21004,10503,sky,0
21005,10503,sky2,0
21006,10504,sky,0
21007,10504,sky2,0
21008,10505,sky,0
21009,10505,sky2,0
21010,10506,sky,0
21011,10506,sky2,0
21012,10507,sky,0
21013,10507,sky2,0
21014,10508,sky,0
21015,10508,sky2,0
21016,10509,sky,0
21017,10509,sky2,0
21018,10510,sky,0
21019,10510,sky2,0
21020,10511,sky,0
21021,10511,sky2,0
21022,10512,sky,0
21023,10512,sky2,0
21024,10513,sky,0
21025,10513,sky2,0
21026,10514,sky,0
21027,10514,sky2,0
21028,10515,sky,0
21029,10515,sky2,0
21030,10516,sky,0
21031,10516,sky2,0
21032,10517,sky,0
21033,10517,sky2,0
21034,10518,sky,0
21035,10518,sky2,0
21036,10519,sky,0
21037,10519,sky2,0
21038,10520,sky,0
21039,10520,sky2,0
21040,10521,sky,0
21041,10521,sky2,0
21042,10522,sky,0
21043,10522,sky2,0
21044,10523,sky,0
21045,10523,sky2,0
21046,10524,sky,0
21047,10524,sky2,0
21048,10525,sky,0
21049,10525,sky2,0
21050,10526,sky,0
21051,10526,sky2,0
21052,10527,sky,0
21053,10527,sky2,0
21054,10528,sky,0
21055,10528,sky2,0
21056,10529,sky,0
21057,10529,sky2,0
21058,10530,sky,0
21059,10530,sky2,0
21060,10531,sky,0
21061,10531,sky2,0
21062,10532,sky,0
21063,10532,sky2,0
21064,10533,sky,0
21065,10533,sky2,0
21066,10534,sky,0
21067,10534,sky2,0
21068,10535,sky,0
21069,10535,sky2,0
21070,10536,sky,0
21071,10536,sky2,0
21072,10537,sky,0
21073,10537,sky2,0
21074,10538,sky,0
21075,10538,sky2,0
21076,10539,sky,0
21077,10539,sky2,0
21078,10540,sky,0
21079,10540,sky2,0
21080,10541,sky,0
21081,10541,sky2,0
21082,10542,sky,0
21083,10542,sky2,0
21084,10543,sky,0
21085,10543,sky2,0
21086,10544,sky,0
21087,10544,sky2,0
21088,10545,sky,0
21089,10545,sky2,0
21090,10546,sky,0
21091,10546,sky2,0
21092,10547,sky,0
21093,10547,sky2,0
21094,10548,sky,0
21095,10548,sky2,0
21096,10549,sky,0
21097,10549,sky2,0
21098,10550,sky,0
21099,10550,sky2,0
21100,10551,sky,0
21101,10551,sky2,0
21102,10552,sky,0
21103,10552,sky2,0
21104,10553,sky,0
21105,10553,sky2,0
21106,10554,sky,0
21107,10554,sky2,0
21108,10555,sky,0
21109,10555,sky2,0
21110,10556,sky,0
21111,10556,sky2,0
21112,10557,sky,0
21113,10557,sky2,0
21114,10558,sky,0
21115,10558,sky2,0
21116,10559,sky,0
21117,10559,sky2,0
21118,10560,sky,0
21119,10560,sky2,0
21120,10561,sky,0
21121,10561,sky2,0
21122,10562,sky,0
21123,10562,sky2,0
21124,10563,sky,0
21125,10563,sky2,0
21126,10564,sky,0
21127,10564,sky2,0
21128,10565,sky,0
21129,10565,sky2,0
21130,10566,sky,0
21131,10566,sky2,0
21132,10567,sky,0
21133,10567,sky2,0
21134,10568,sky,0
21135,10568,sky2,0
21136,10569,sky,0
21137,10569,sky2,0
21138,10570,sky,0
21139,10570,sky2,0
21140,10571,sky,0
21141,10571,sky2,0
21142,10572,sky,0
21143,10572,sky2,0
21144,10573,sky,0
21145,10573,sky2,0
21146,10574,sky,0
21147,10574,sky2,0
21148,10575,sky,0
21149,10575,sky2,0
21150,10576,sky,0
21151,10576,sky2,0
21152,10577,sky,0
21153,10577,sky2,0
21154,10578,sky,0
21155,10578,sky2,0
21156,10579,sky,0
21157,10579,sky2,0
21158,10580,sky,0
21159,10580,sky2,0
21160,10581,sky,0
21161,10581,sky2,0
21162,10582,sky,0
21163,10582,sky2,0
21164,10583,sky,0
21165,10583,sky2,0
21166,10584,sky,0
21167,10584,sky2,0
21168,10585,sky,0
21169,10585,sky2,0
21170,10586,sky,0
21171,10586,sky2,0
21172,10587,sky,0
21173,10587,sky2,0
21174,10588,sky,0
21175,10588,sky2,0
21176,10589,sky,0
21177,10589,sky2,0
21178,10590,sky,0
21179,10590,sky2,0
21180,10591,sky,0
21181,10591,sky2,0
21182,10592,sky,0
21183,10592,sky2,0
21184,10593,sky,0
21185,10593,sky2,0
21186,10594,sky,0
21187,10594,sky2,0
21188,10595,sky,0
21189,10595,sky2,0
21190,10596,sky,0
21191,10596,sky2,0
21192,10597,sky,0
21193,10597,sky2,0
21194,10598,sky,0
21195,10598,sky2,0
21196,10599,sky,0
21197,10599,sky2,0
21198,10600,sky,0
21199,10600,sky2,0
21200,10601,sky,0
21201,10601,sky2,0
21202,10602,sky,0
21203,10602,sky2,0
21204,10603,sky,0
21205,10603,sky2,0
21206,10604,sky,0
21207,10604,sky2,0
21208,10605,sky,0
21209,10605,sky2,0
21210,10606,sky,0
21211,10606,sky2,0
21212,10607,sky,0
21213,10607,sky2,0
21214,10608,sky,0
21215,10608,sky2,0
21216,10609,sky,0
21217,10609,sky2,0
21218,10610,sky,0
21219,10610,sky2,0
21220,10611,sky,0
21221,10611,sky2,0
21222,10612,sky,0
21223,10612,sky2,0
21224,10613,sky,0
21225,10613,sky2,0
21226,10614,sky,0
21227,10614,sky2,0
21228,10615,sky,0
21229,10615,sky2,0
21230,10616,sky,0
21231,10616,sky2,0
21232,10617,sky,0
21233,10617,sky2,0
21234,10618,sky,0
21235,10618,sky2,0
21236,10619,sky,0
21237,10619,sky2,0
21238,10620,sky,0
21239,10620,sky2,0
21240,10621,sky,0
21241,10621,sky2,0
21242,10622,sky,0
21243,10622,sky2,0
21244,10623,sky,0
21245,10623,sky2,0
21246,10624,sky,0
21247,10624,sky2,0
21248,10625,sky,0
21249,10625,sky2,0
21250,10626,sky,0
21251,10626,sky2,0
21252,10627,sky,0
21253,10627,sky2,0
21254,10628,sky,0
21255,10628,sky2,0
21256,10629,sky,0
21257,10629,sky2,0
21258,10630,sky,0
21259,10630,sky2,0
21260,10631,sky,0
21261,10631,sky2,0
21262,10632,sky,0
21263,10632,sky2,0
21264,10633,sky,0
21265,10633,sky2,0
21266,10634,sky,0
21267,10634,sky2,0
21268,10635,sky,0
21269,10635,sky2,0
21270,10636,sky,0
21271,10636,sky2,0
21272,10637,sky,0
21273,10637,sky2,0
21274,10638,sky,0
21275,10638,sky2,0
21276,10639,sky,0
21277,10639,sky2,0
21278,10640,sky,0
21279,10640,sky2,0
21280,10641,sky,0
21281,10641,sky2,0
21282,10642,sky,0
21283,10642,sky2,0
21284,10643,sky,0
21285,10643,sky2,0
21286,10644,sky,0
21287,10644,sky2,0
21288,10645,sky,0
21289,10645,sky2,0
21290,10646,sky,0
21291,10646,sky2,0
21292,10647,sky,0
